Job-Title,Date-Posted,Date-Scraped,Url,Company,Job-Type,Salary,Location,Description
Data Scientist (SL),2023-01-21,2023-01-30 12:30:25,https://www.google.com/search?q=Machine+Learning+Jobs+Monaco&ibp=htl;jobs&sa=X&ved=2ahUKEwj3uer4g_D8AhWyIX0KHciTANsQutcGKAF6BAgSEAU#htivrt=jobs&htidocid=VZ7zviktHekAAAAAAAAAAA%3D%3D&fpstate=tldetail,singlebuoy,Full-time,NA,Monaco,"As Data Scientist, you will join the Artificial Intelligence and Data Science team within the Operations Digital Development department of SBM Offshore.Your role will be to:• Develop Artificial Intelligence Agents with minimal supervision according to the following steps:• Prepare data by going through features engineering, data cleaning and all activities needed to construct data sets ready for modelling;• Research and implement appropriate data science algorithms and tools;• Perform statistical analysis and fine-tuning using test results;• Evaluate models to assess their performance and check if they address the functional and technical specifications;• Develop robust back-end in Python for packaging the model in a web application;• Deploy Artificial Intelligence Agents with Azure DevOps.• Provide advanced expertise on statistical and mathematical concepts;• Help in prioritizing and defining tasks to effectively manage conflicting deadlines to meet key milestones and... deliverables;• Understand project requirements and work with the project manager to accurately forecast man-hours, resource needs, and completion date for deliverables;Proactively address any performance issues and collaborate with Line Manager to continuously improve team performance.Educational and Professional background :PHD or Masters degree in in Computer Science, Mathematics or similar field;• At least 5 years of proven experience as data scientist within a fast-paced and complex business setting;• Deep knowledge of statistics and machine learning algorithms;• Deep knowledge of machine learning frameworks and libraries;• Familiarity with time series processing and analysis;• Ability to write robust code in Python;• Ability to use Gitlab;• Knowledge in HTML, JavaScript, React.js, Azure DevOps is a plus;• Ability to work in an Agile project management environment;• Fluent in spoken and written English.BEHAVIOR & INTER-PERSONAL SKILLS• Team-spirit;• Communication;• Organization"
