Job-Title,Date-Posted,Date-Scraped,Url,Company,Job-Type,Salary,Location,Description
Machine Learning Engineer,NA,2023-01-30 12:32:40,https://www.google.com/search?q=Machine+Learning+Jobs+Pakistan&ibp=htl;jobs&sa=X&ved=2ahUKEwikzYS3hPD8AhU6HDQIHcR4Cx4QutcGKAF6BAgcEAU#htivrt=jobs&htidocid=NfNUEoIViWkAAAAAAAAAAA%3D%3D&fpstate=tldetail,Systems Limited,Full-time,NA,"Karachi, Pakistan","BS in computer sciences. MS in AI or Data Sciences will be a huge plus2-3 years plus experience with Machine Learning, Computer Vision, Natural Language Processing (NLP)Sound experience in modeling techniques such as clustering, classification, regressionProficiency in deep-learning frameworks like TensorFlow or Torch and reading research papersProduction experience with the Python programming language, Containerization and GPU VMs at Azure or AWS (GitHub may be shared)Fluency/Passion in linear algebra, probability, and statistics fundamentalsExcellent verbal, written, presentation, and interpersonal communication skillsPowerPoint and MS Excel fluency is a plus"
Research Scientist - Vision,NA,2023-01-30 12:32:40,https://www.google.com/search?q=Machine+Learning+Jobs+Pakistan&ibp=htl;jobs&sa=X&ved=2ahUKEwikzYS3hPD8AhU6HDQIHcR4Cx4QutcGKAF6BAgcEAU#htivrt=jobs&htidocid=85btScMaTNkAAAAAAAAAAA%3D%3D&fpstate=tldetail,KeepTruckin,Full-time,NA,"Islamabad, Pakistan (+2 others)","Who We AreKeepTruckin builds technology using the latest advancements in AI and computer vision to improve the safety and efficiency of businesses with vehicles. Over one million drivers and 100,000 companies across every industry trust KeepTruckins integrated platform to power their operations, prevent accidents and reduce costs.At KeepTruckin, we see our hard work rewarded in tangible ways every day, and we believe that intelligence is most powerful when paired with humility. Were motivated by the opportunity to save lives on the road while impacting and improving every facet of multiple trillion-dollar industries that keep our physical economy moving. KeepTruckin is proud to be a Forbes Cloud 100 company, Forbes Best Startup Employer 2020, and an Inc Magazine Best Place to Work.About the Job:KeepTruckin is looking for Research Scientist(s) and Engineer(s) to design, develop, and build computer vision and machine learning technologies for driver and fleet safety systems... for our 470K+ drivers and 90K+ fleets. You will work on hardware/software products enabled by the AI/ML technologies you build.As a Research Scientist, you will own and drive the key vision and machine learning product components and services, building solid AI products, deploying them at scale, and solving a very meaningful problem.KeepTruckins perception team is responsible for building the core machine vision components that enable KTs AI products. The team is responsible for 3 main areas: 1. Researching and building new ML Models and novel Vision algorithms to enable KT AI Products. 2. Deploying the models and maintaining the performance of models in the field 3. Owning and deploying the deployment of the ML models and vision algorithms on embedded devices to enable AI on the Edge.What Youll Do:• Research and prototype novel computer vision algorithms and deep learning models• Improve the performance of our models and algorithms already in production• Convert research prototypes into production systems and AI products• Collaborate with other researchers and engineers in cross-functional teams to develop experiments, prototype, analyze results, figure out how well a particular algorithm or a model is performing in the field, and propose solutions.• Solve challenging object detection, segmentation, recognition, depth/distance estimation, and geometric computer vision problems.What Were Looking For:• PhD in Computer Vision, Machine Learning, or related field• Hands-on experience with training frameworks and tools (TensorFlow  Pytorch  Caffe)• Proven track record of innovation and achieving significant results, demonstrated by first-authored top-tier publications at conferences such as CVPR, ICCV, and ECCV• Strong programming skills in Python or C++• Strong communication skills. The ability to explain the analysis, complex computer vision/ML concepts to a broad technical audience• Balance building highly accurate and advanced solutions and swiftly shipping things to production• Keep pace with advancements in Computer Vision and Deep Learning relevant to our activities• Experience driving a research prototype to a scalable production system is a strong plus.Creating a diverse and inclusive workplace is one of KeepTruckin's core values. We are an equal opportunity employer and welcome people of different backgrounds, experiences, abilities, and perspectives"
Research Scientist - Vision,NA,2023-01-30 12:32:40,https://www.google.com/search?q=Machine+Learning+Jobs+Pakistan&ibp=htl;jobs&sa=X&ved=2ahUKEwikzYS3hPD8AhU6HDQIHcR4Cx4QutcGKAF6BAgcEAU#htivrt=jobs&htidocid=a2tAwd6jO8QAAAAAAAAAAA%3D%3D&fpstate=tldetail,Motive,Full-time,NA,Pakistan,"About the Job:Motive is looking for Research Scientist(s) and Engineer(s) to design, develop, and build computer vision and machine learning technologies for driver and fleet safety systems for our 470K+ drivers and 90K+ fleets. You will work on hardware/software products enabled by the AI/ML technologies you build.As a Research Scientist, you will own and drive the key vision and machine learning product components and services, building solid AI products, deploying them at scale, and solving a very meaningful problem.Motives perception team is responsible for building the core machine vision components that enable Motives AI products. The team is responsible for 3 main areas: 1. Researching and building new ML Models and novel Vision algorithms to enable Motive AI Products. 2. Deploying the models and maintaining the performance of models in the field 3. Owning and deploying the deployment of the ML models and vision algorithms on embedded devices to enable AI on the... Edge.What Youll Do:• Research and prototype novel computer vision algorithms and deep learning models• Improve the performance of our models and algorithms already in production• Convert research prototypes into production systems and AI products• Collaborate with other researchers and engineers in cross-functional teams to develop experiments, prototype, analyze results, figure out how well a particular algorithm or a model is performing in the field, and propose solutions.• Solve challenging object detection, segmentation, recognition, depth/distance estimation, and geometric computer vision problems.What Were Looking For:• PhD in Computer Vision, Machine Learning, or related field• Hands-on experience with training frameworks and tools (TensorFlow  Pytorch  Caffe)• Proven track record of innovation and achieving significant results, demonstrated by first-authored top-tier publications at conferences such as CVPR, ICCV, and ECCV• Strong programming skills in Python or C++• Strong communication skills. The ability to explain the analysis, complex computer vision/ML concepts to a broad technical audience• Balance building highly accurate and advanced solutions and swiftly shipping things to production• Keep pace with advancements in Computer Vision and Deep Learning relevant to our activities• Experience driving a research prototype to a scalable production system is a strong plus.Motive focuses on SaaS, Artificial Intelligence, Transportation, Fleet Management, and Logistics. Their company has offices in San Francisco, Nashville, Costa Mesa, and Buffalo. They have a very large team that's between 1001-5000 employees. To date, Motive has raised $227.25M of funding; their latest round was closed on April 2019 at a valuation of $1.4B.You can view their website at http://gomotive.com or find them on Twitter, Facebook, and LinkedIn"
Artificial Intelligence Engineer,NA,2023-01-30 12:32:41,https://www.google.com/search?q=Machine+Learning+Jobs+Pakistan&ibp=htl;jobs&sa=X&ved=2ahUKEwikzYS3hPD8AhU6HDQIHcR4Cx4QutcGKAF6BAgcEAU#htivrt=jobs&htidocid=Sfo2JbX4ZhUAAAAAAAAAAA%3D%3D&fpstate=tldetail,Geeklone Technology (Pvt) Ltd,Full-time,NA,"Lahore, Pakistan","Geeklone Technology (Pvt) Ltd is a leading Development and Design expert company providing superior software, Web applications, Mobile applications, and creative design solutions and services to companies globally.We put people at the center of everything we do. Working with organizations, we find friction points and resolve them with custom-built products. As people encounter new problems, our products evolve.We are a talented and dedicated team located in Lahore and we truly work together to make great things happen.About The RoleWe are looking for a Computer Vision-Machine Learning Engineer to train and develop production-grade computer vision models and systems for enterprise environments.We have several product lines, and have live production deployments that use object detection, segmentation, object re-identification, and other AI tasks.We are growing our AI team so we can tackle challenging computer vision problems and deploy at even greater scales.What You Will... DoWork with our team to translate clients requirements into computer vision tasksWork with our in-house annotation team to decide what to label and arbitrate ambiguous labeling decisionsIn-depth experimentation with state of the art computer vision methods involving training, testing and optimizationConvert models and deploy them in production.What You Have2 years of professional computer vision experience (or equivalent academic experience, e.g. several CV/ML or PhD research).Knowledge about the architecture and implementation of cv algorithms: F-rcnn, backbones, SSD, YOLO.Knowledge about the data augmentation techniques and keras models.Knowledge about the Tensorflow and pytorch model implementations.Detailed knowledge on OCR implementation.Knowledge about the OpenCv use and its implementation according to use, OpenCv custom model training and OpenCv filers.1+ years of Python experience ideal.As a plus, trained at least one model that has been deployed in a production environment for a real product.Experience with several different types of computer vision modelsExperience with ML frameworks such as PyTorch, Tensorflow, MXNet etc.What We OfferA high-growth environment that gives plenty of opportunity to learn, grow and shape your roleCompetitive package, including attractive incentives.A cool and diverse team of smart people.Location: Johar Town, Lahore"
Data Scientist,NA,2023-01-30 12:32:41,https://www.google.com/search?q=Machine+Learning+Jobs+Pakistan&ibp=htl;jobs&sa=X&ved=2ahUKEwikzYS3hPD8AhU6HDQIHcR4Cx4QutcGKAF6BAgcEAU#htivrt=jobs&htidocid=NpiwEbbcIlsAAAAAAAAAAA%3D%3D&fpstate=tldetail,ALM Human Resources,Full-time,NA,"Islamabad, Pakistan","Experience:Minimum of 3 yearsEducation:BS/BE (Computer Science /Computer Engineering/Software Engineering/IT)Skills• Proven experience as a Data Scientist or Data Analyst• Experience in data mining. Understanding of machine-learning and operations research.• Knowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an asset.• Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g.• Hadoop).• Analytical mind and business acumen• Strong math skills (e.g. statistics, algebra).Problem-solving aptitude.• Excellent communication and presentation skillsJob Description• Undertaking data collection, preprocessing and analysis.• Building models to address business problems.• Presenting information using data visualization techniques.• Identify valuable data sources and automate collection processes.• Undertake preprocessing of structured and unstructured data.• Analyze large amounts of information to discover trends and... patterns.• Build predictive models and machine-learning algorithms.• Combine models through ensemble modeling.• Present information using data visualization techniques.• Propose solutions and strategies to business challenges.• Collaborate with engineering and product development teams.Please share your resume at seharalmhr.net Kindly mention the position title in the Subject line"
AI Engineer - Crypto Trading,2023-01-26,2023-01-30 12:32:42,https://www.google.com/search?q=Machine+Learning+Jobs+Pakistan&ibp=htl;jobs&sa=X&ved=2ahUKEwikzYS3hPD8AhU6HDQIHcR4Cx4QutcGKAF6BAgcEAU#htivrt=jobs&htidocid=Amve7IZz29QAAAAAAAAAAA%3D%3D&fpstate=tldetail,"Zhejiang Liangxian Network Technology Co., Ltd. China",Full-time,NA,"Karachi, Pakistan","We are seeking an experienced AI Engineer with a background in crypto trading to join our team and help us develop and implement advanced AI algorithms for our trading platform. In this role, you will use your expertise in machine learning and deep learning to design and implement models that analyze market data and make predictions about cryptocurrency prices and China Stocks.Responsibilities• Design and develop AI models for crypto trading, including neural networks, deep learning, and other machine learning algorithms• Work with cross-functional teams to understand trading strategies and develop AI solutions that meet those needs• Experiment with various techniques and tools to improve the performance of AI models• Collaborate with data engineers and data scientists to create and maintain large-scale data pipelines• Research and stay current on the latest AI developments and trends in the crypto trading space• Deploy models to production and monitor performance to ensure... they meet trading objectives• Build scalable, efficient, and automated AI-based systems for trading• Support other teams with AI implementation, model selection, and feature extractionQualifications• Bachelor's or Master's degree in Computer Science, Mathematics, or a related field from one of the top 5 universities in your country.• Strong programming skills in Python, with experience in popular machine learning libraries such as TensorFlow and scikit-learn• Knowledge of finance (e.g., futures, swaps, options, derivatives, hedging, market microstructures), global commodities, cryptocurrency, cryptocurrency exchanges, and Stock exchanges is preferable• Knowledge of advanced probability and statistics (e.g., time-series analysis, machine learning).• Application of AI in Cryptocurrency and Financial data• Prior experience in data-driven quantitative research like Quant developer• Experienced with frameworks and libraries such as GPT3, Tensorflow, Keras / PyTorch, OpenCV, Scipy, Numpy, Scikit-Learn, Pandas, etc.• Basics of machine learning algorithms (linear regression, logistic regression, CNN, RNN, LSTM, CTC, GAN, Encoder-decoder, Attention mechanism).• Proven experience in Machine Learning(ML) / Deep Learning(DL)• Programming Language: Python (Advance Level),• Research and implement state-of-the-art ML models.• Strong understanding of machine learning concepts and techniques and trading strategies• Strong problem-solving and analytical skills• Good communication and collaboration skills• Experience in crypto trading or similar financial markets is highly desirableExperience in NLP or Computer Vision is a plus but not required as the main focus is on the prediction of the crypto-market trends and asset pricesWork time :8 Hours/day 22days/month (Remotely) From Karachi , Pakistan onlySalary: 300-1000$/month (Depending on your Skills and Experiences"
Machine Learning - Intern,NA,2023-01-30 12:32:42,https://www.google.com/search?q=Machine+Learning+Jobs+Pakistan&ibp=htl;jobs&sa=X&ved=2ahUKEwikzYS3hPD8AhU6HDQIHcR4Cx4QutcGKAF6BAgcEAU#htivrt=jobs&htidocid=MR4MqS00ptsAAAAAAAAAAA%3D%3D&fpstate=tldetail,Dive Deep,Internship,NA,"Islamabad, Pakistan",Dive Deep is looking for Machine Learning - InternExperience: Not Required Programming experience in pythonExperience in ML with familiarity of popular architecturesFamiliarity with Deep Learning algorithmsExcellent verbal and communication skills (English) ) BS(CS) or equivalent
Senior Data Scientist (01 Position),NA,2023-01-30 12:32:42,https://www.google.com/search?q=Machine+Learning+Jobs+Pakistan&ibp=htl;jobs&sa=X&ved=2ahUKEwikzYS3hPD8AhU6HDQIHcR4Cx4QutcGKAF6BAgcEAU#htivrt=jobs&htidocid=e-mrV9kntsoAAAAAAAAAAA%3D%3D&fpstate=tldetail,i2cinc,Full-time,NA,"Lahore, Pakistan","Job Description:• Be a part of team responsible for the development, validation, implementation, production launch of AI based products• Apply and inspire the adoption of advanced data science and analytics across the business• Design Machine Learning and Deep Learning pipelines for AI products and ensure the end to end deployment in collaboration with other teams• Explore and examine large quantities of data from multiple disparate sources and communicate the findings• Expert knowledge with a scripting language (e.g. Python), an object-oriented language (e.g. C++, Java) and a query language (e.g. SQL)• A passion for implementing coding best practices across a team• Ensure best practices for processing, cleansing, and verifying the integrity of data used for analysis and learning Quickly prototype solutions and build models to test feasibility of solution approach• Have regular stakeholder meetings to discuss and gather stakeholder requirements• Ability to communicate... technical concepts and solutions at a level appropriate for technical and non-technical audiences• Familiarity with utilizing a clustered distributed data processing tool such as Hadoop, spark, Hive, etc• Experience with agile/scrum methodologies and its benefits of keeping scientists on track and iteratively delivering results• Background in experimental designWe are looking for• BSCS/Masters Degree in a relevant field preferred• 5 to 7 Years experienceSkills:• Familiarity with utilizing a clustered distributed data processing tool such as Hadoop, spark, Hive, etc• Experience with agile/scrum methodologies and its benefits of keeping scientists on track and iteratively delivering results• Background in experimental design• Expert knowledge with a scripting language (e.g. Python), an object-oriented language (e.g. C++, Java) and a query language (e.g. SQL)• Ability to communicate technical concepts and solutions at a level appropriate for technical and non-technical audiencesJob Location:• Lahore, Pakistan"
Computer Vision and Machine Learning Developer,2023-01-14,2023-01-30 12:32:43,https://www.google.com/search?q=Machine+Learning+Jobs+Pakistan&ibp=htl;jobs&sa=X&ved=2ahUKEwikzYS3hPD8AhU6HDQIHcR4Cx4QutcGKAF6BAgcEAU#htivrt=jobs&htidocid=A86u3bfKP2kAAAAAAAAAAA%3D%3D&fpstate=tldetail,XRAY-LAB,Full-time,NA,"Multan, Pakistan","At XRAY-LAB, we are looking for a Machine Learning and Computer Vision Developer o help us design, develop, train, evaluate and deploy state-of-the-art deep learning-based computer vision algorithms to solve problems across various industries.The candidate is expected to have hands-on experience with state-of-the-art machine learning and deep learning algorithms and experience with challenging computer vision tasks such as object detection, semantic segmentation, anomaly detection, automated visual inspection, etc.Responsibilities:• Process and prepare image data• Design, develop, train and test neural networks• Integrate features based on computer vision algorithms in our software products• Write, tailor and develop algorithms for image processing TasksRequirements:• Successfully completed bachelors/master's degree program in either Mathematics, Computer Science, or Engineering discipline• Some experience with Python and/or C++ Programming Languages• Knowledge ... experience with machine learning and computer vision• Understanding of the common neural network architectures (LSTM, CNN, etc)• Familiarity and experience with common computer vision applications such as image classification, object detection, semantic/instance segmentation, OCR, anomaly detection, etc.• Familiarity with at least one of the common machine learning frameworks such as Tensorflow, PyTorch, etcThis position is a full-time opportunity and you can be a part of exciting upcoming ventures. You may have the possibility of working fully/partially remotely for this positionIf you are interested, please apply directly to this position or by email with your up-to-date resume to ""muti.rehmanxray-lab.com"
Software Engineer - Intern,NA,2023-01-30 12:32:43,https://www.google.com/search?q=Machine+Learning+Jobs+Pakistan&ibp=htl;jobs&sa=X&ved=2ahUKEwikzYS3hPD8AhU6HDQIHcR4Cx4QutcGKAF6BAgcEAU#htivrt=jobs&htidocid=phY89Cty_HAAAAAAAAAAAA%3D%3D&fpstate=tldetail,Invobyte,Full-time,NA,"Lahore, Pakistan","About UsInvobyte is a technology company that provides end-to-end solutions in computer software, IoT, IIoT, industrial and home automation domain.Invobyte a technology company offers services in areas including business software product development, embedded system hardware and software design, Big Data, AI, machine learning, deep learning and Data Analytics solutions, IoT, IIoT, Industrial and home automation platform and solution development.Requirement:Strong analytical and problem-solving skills.Ability to quickly learn new technologies.Coursework in Java, C++, SQL and with Excellent OOP concepts.Good working knowledge of Android.Working knowledge of HTML and web technologiesGeneral knowledge of the front end and back end languagesPreferred Qualification• Bachelor / Master Degree or equivalentExperience: Fresh GraduateWhat We Offer• Competitive salary package.• Performance-based bonuses.• Medical insurance• Strength, Stability, and Vision."
Images Collection Project  For Ai  Machine Learning models,2023-01-23,2023-01-30 12:32:44,https://www.google.com/search?q=Machine+Learning+Jobs+Pakistan&ibp=htl;jobs&sa=X&ved=2ahUKEwikzYS3hPD8AhU6HDQIHcR4Cx4QutcGKAF6BAgcEAU#htivrt=jobs&htidocid=W9oztoSKf4cAAAAAAAAAAA%3D%3D&fpstate=tldetail,Freelacing,Contractor,NA,"Hafizabad, Pakistan","if you will give me 10 or 10+ person images I will pay you 20$I need 10 pictures for each personTotal 100 pictures I will pay you 20$if you give me more person I will pay you mare + gift for good workthose images use in Ai Machine LearningRequirements:1. use High-resolution image2. age (13-80)3.Distance of the face from the camera should be between 20 to 100 cm. Minimum face size of 60x 60 pixels for recognition.4.Head gear: None (no hats, no hoods, no caps)5.Sharpness - Images should be sharp - Dont submit any blurry images.6.Resolution: minimum 128x128 pixel.7.Please make sure all images are not only front facing. A variation of a 20-degree head turn is optimal. More than 20 degrees and both eyes will not be visible, those images will be rejected.8.Background diversity (different background/angle - No duplicate backgrounds)Clothing diversity (example: image wearing a sweater, image wearing a t-shirt)Facial expressions (neutral, slight smile, etc.)Headshot pose... variations (face frontal, looking slightly left/right, looking slightly up/down).9. my team check with in 15 days and give feedback and send message on up workHow to take images :2 ID type photos (neutral background)Take 2 photos with 2 neutral backgrounds (look professional)4 indoor webcam images2 Photos: Look directly at the camera1 Turn left.1 Turn to the right (5 to 20 degrees, don't turn too much,corners of both eyes should be visible)Take a webcam indoors with a laptop or make a video callfrom WhatsApp/Facebook and take a snapshot. You must makea call, don't take a picture like a selfie, it will be rejected.Place the camera in landscape mode.4 different backgrounds and 4 shirts2 interior photos(taken by phone)2 exterior photos1 Image Look straight at the camera 1 Turn left or right (5-20 degrees, don't turn too much)Taken by phone, indoor.2 different backgrounds, 2 different shirts.1 Image is looking straight at the camera.1 Turn left or right (5-20 degrees, don't turn too much)(taken by phone)Taken by phone, outside (no roof over your head, no wall behind).2 different backgrounds, 2 different shirts"
Senior Software Engineer (AI/Infra),NA,2023-01-30 12:32:44,https://www.google.com/search?q=Machine+Learning+Jobs+Pakistan&ibp=htl;jobs&sa=X&ved=2ahUKEwikzYS3hPD8AhU6HDQIHcR4Cx4QutcGKAF6BAgcEAU#htivrt=jobs&htidocid=aka1T1xR2AIAAAAAAAAAAA%3D%3D&fpstate=tldetail,Motive,Full-time,NA,Pakistan,"About the Role:In this role, you will be responsible for driving the execution of key Platform initiatives, including but not limited to. build and development tools, automation, and CI/CD systems. This role requires someone with a strong collaborative and growth mindset. You will also look after the career development of the engineering team members.What You'll Do:• Managing a team of 3-6 individual contributors• Partnering with recruiting to hire engineers to the team• Project planning and management• Carry out weekly scrums, daily standups, and/or any other agile technique to manage team progress• Mentor and help engineers to plan and execute their career paths• Work with technical leads and managers to understand project requirements and business needs• Work with senior team members to review all technical specifications• Communicate and collaborate effectively across geographic locations.What We're Looking For:• Bachelors in Computer Science or similar• At least 5... years of relevant development experience• At least 2 years of people management and leadership experience• Have technical depth and breadth in the following areas: build systems, automated testing systems, distributed systems, cloud infrastructure, container management/orchestration (Docker, Kubernetes), agile development.• Has experience in executing cross-functional projects across geographic locations.• Excellent problem solving and communication skills• Preferred experience with: AWS, Ruby on Rails, Golang, Bazel, Nix, Terraform, AnsibleMotive focuses on SaaS, Artificial Intelligence, Transportation, Fleet Management, and Logistics. Their company has offices in San Francisco, Nashville, Costa Mesa, and Buffalo. They have a very large team that's between 1001-5000 employees. To date, Motive has raised $227.25M of funding; their latest round was closed on April 2019 at a valuation of $1.4B.You can view their website at http://gomotive.com or find them on Twitter, Facebook, and LinkedIn"
Remote Senior Data Scientist Jobs,2023-01-21,2023-01-30 12:32:45,https://www.google.com/search?q=Machine+Learning+Jobs+Pakistan&ibp=htl;jobs&sa=X&ved=2ahUKEwikzYS3hPD8AhU6HDQIHcR4Cx4QutcGKAF6BAgcEAU#htivrt=jobs&htidocid=sEgOpbv1giQAAAAAAAAAAA%3D%3D&fpstate=tldetail,Turing,Full-time,NA,Pakistan,"A live learning platform that connects students and professionals with personalized instruction for any subject on-demand is looking for a Senior Machine Learning / Data Scientist. The selected candidate will be in charge of creating prototypes that can be turned into real-time systems by engineering. The US-based purpose-driven company provides users with access to high-quality instruction and is on a mission to change the way people learn through technology. During their Series C round, the company raised more than $100mn in funding. This position requires 8+ hours overlap with the EST/PST time zone.Job Responsibilities:• Create algorithmic systems that allow learners and teachers to be more personalized• Collaborate with product, marketing, operations, and engineering to discover problems that have a big impact and turn them into objective functions• Design experiments to rapidly establish causal relationships• Drive initiatives from conception to completion with a measurable... business impact• Using mathematical methods, define inventive solutions to difficult challengesJob Requirements:• Bachelors/Masters degree in Engineering, Computer Science (or equivalent experience)• At least 3-5+ years of relevant data science experience• Expertise in performing ML or statistical analyses software in R or Python• Competency in statistical inference, probability, machine learning (unsupervised and supervised)• Experience with building recommender systems and implementation with a breadth of matching algorithms is nice to have• Experience with Bayesian reasoning, NLP, classification, ranking systems is desirable• Prior experience with production models, i.e., post-deployment responsibility• Excellent communication skills"
Data Scientist Intern,NA,2023-01-30 12:32:45,https://www.google.com/search?q=Machine+Learning+Jobs+Pakistan&ibp=htl;jobs&sa=X&ved=2ahUKEwikzYS3hPD8AhU6HDQIHcR4Cx4QutcGKAF6BAgcEAU#htivrt=jobs&htidocid=IITb2aIMucwAAAAAAAAAAA%3D%3D&fpstate=tldetail,Careem,Internship,NA,"Karachi, Pakistan","This role is for a 6 month internship Minimum as part of the data science team for PhD students in their penultimate year of graduation. Data Scientists at Careem are part of a team that's leading the next wave of enablement at a whole new scale. We develop descriptive and predictive models as well as run extensive data analyses on millions of customer transactions supported by a cutting edge data platform to unlock big opportunities that simplify lives of people through reliable transportation. Some of the problems the data science team works on are:Relevance and recommendation engine according to customer behaviourDynamic pricing optimizationOptimal dispatchingFraud detection and preventionETA predictionLocation search optimizationAs part of this team, youll be working on some or all of the below:Implementing scalable machine learning algorithms that will be used in production on big data.Design and run randomized controlled experiments, analyze the resulting data and... communicate results with other teams.Embarking on exploratory data analysis projects to achieve better understanding of phenomena as well as to discover untapped areas of growth and optimization.Answering complex analytic questions from big data sets to help Careem shape its products and services in a better way.Interpreting results of your analysis, validating their approach, and learning to monitor, analyze, and iterate to continuously improve.Engaging with peer stakeholders to produce clear, compelling, actionable insights that influence product and service improvements that will impact millions of customers.What were looking forSuccessful candidates will ideally exhibit and be able to demonstrate most of the below requirements.Must be in the penultimate year of graduation of a PhD in Computer Science, Mathematics, Statistics, Applied Sciences such as Physics or other quant-focused fields.Proficiency using one or more programming or scripting language to work with data (Python is a preferred language).Experience and/or coursework performing data analysis and applying statistics working with tools (e.g., R, MATLAB, AMPL, or SAS).Experience and/or coursework with business intelligence and visualization tools (Tableau is a preferred option) along with geospatial data processing skills.Experience and/or coursework applying ML to a type of data, including the application of ML algorithms on large scale data sets, and understanding of various ML algorithms and evaluations techniques.Hands on experience in development of deep / machine learning algorithms in PyTorch/ TensorFlow for computer vision / speech / natural language processing applications.Hands-on experience with big data processing.Experience in building industrial machine / deep learning systems.Passion to learn from your peers, manager, and other stakeholders in the Data Science and AI domain.Ability to interact with peers and stakeholders to drive product and business impact.Strong interpersonal and communications skills"
Remote Senior Data Scientist Jobs,2023-01-30,2023-01-30 12:32:45,https://www.google.com/search?q=Machine+Learning+Jobs+Pakistan&ibp=htl;jobs&sa=X&ved=2ahUKEwikzYS3hPD8AhU6HDQIHcR4Cx4QutcGKAF6BAgcEAU#htivrt=jobs&htidocid=r4RwxiR2ka0AAAAAAAAAAA%3D%3D&fpstate=tldetail,Turing,Full-time,NA,Pakistan,"A fast-growing organization that is utilizing Machine Learning technologies for their research and policy center is looking for a Senior Data Scientist. The selected candidate will be responsible for identifying and eliminating performance bottlenecks. The company is solving social problems in developing countries while partnering with national health agencies and NGOs. This is an exciting opportunity for developers who are eager to grow in their careers and make impactful solutions.Job Responsibilities:• Analyze user comments and data to improve the user experience• Take control of the data pipelines by architecting and deploying new solutions• Help the team with large-scale data processing in production• Continuously improve the software engineering practices and mentor junior engineersJob Requirements:• Bachelors/Masters degree in Engineering, Computer Science (or equivalent experience)• At least 3+ years of relevant experience as a data scientist• Prolific experience... working with Python• Demonstrable experience with Natural Language Models• Extensive experience with data science and related technologies• Nice to have some experience with machine learning, natural language processing, and statistics• Fluent in spoken and written English"
Machine Learning Architect,2023-01-17,2023-01-30 12:32:46,https://www.google.com/search?q=Machine+Learning+Jobs+Pakistan&ibp=htl;jobs&sa=X&ved=2ahUKEwikzYS3hPD8AhU6HDQIHcR4Cx4QutcGKAF6BAgcEAU#htivrt=jobs&htidocid=DQ5Z0nh71sgAAAAAAAAAAA%3D%3D&fpstate=tldetail,Arbisoft,Full-time,NA,"Lahore, Pakistan","Summary:We're growing our team  so, if you've got a passion to work on a global scale experience and the drive to help share it with the world, we'd love to have you on the team!This position is a multifaceted role with a variety of tasks and responsibilities that range from identifying and executing key features that translate user interaction data into actionable insights / behavioral trends, to leveraging speech to create linguistic models for driving contextual and semantic results. You'll also be working on optimization to produce results in real time.Requirements:• 7+ years of experience in the related domain• Must have hands-on experience with NLP using Machine Learning / Deep Learning (Having a variety of experiences is a plus)• Must have deep knowledge of Supervised and Unsupervised techniques in Text Processing• Excellent sense of creating and enhancing business use cases through ML/AI application• Strong technical, analytical and problem-solving skills•... Familiarity with platforms like ElasticSearch/Apache Solr, and other NLP Python libraries• Ability to quickly prototype ideas and solve complex problems by adapting creative approachesGood to have/ Preferred:• Previous experience in designing Recommender System (strongly preferred)• Knowledge and research/professional experience in Speech Processing will be a huge plus• Knowledge and research/professional experience in Information retrieval• Strong collaborator and communicator• Knowledge of basic algorithms, object-oriented and functional design principles, and practices"
