Job-Title,Date-Posted,Date-Scraped,Url,Company,Job-Type,Salary,Location,Description
AI Community Surfer - French (BI),2023-01-06,2023-01-30 12:13:37,https://www.google.com/search?q=Machine+Learning+Jobs+Burundi&ibp=htl;jobs&sa=X&ved=2ahUKEwjfgKeYgPD8AhWeMjQIHVFPCCIQutcGKAF6BAgREAU#htivrt=jobs&htidocid=lDQ7BHodO_sAAAAAAAAAAA%3D%3D&fpstate=tldetail,TELUS International AI Data Solutions,Part-time,NA,"Muyinga, Burundi","About TELUS International AIWe help companies test and improve machine learning models via our global AI Community of 1 million+ annotators and linguists. Our proprietary AI training platform handles all data types (text, images, audio, video, and geo) across 500+ languages and dialects. Our AI Data Solutions vastly enhance AI systems across a range of applications from advanced smart products to better search results, to expanded speech recognition, to more human-like bot interactions and so much more.Learn more at https://www.telusinternational.com/solutions/ai-data-solutionsThe Role - AI Community SurferYou will be evaluating different task types to research which is better or analyzing a query and selecting the most relevant response to the query.Join our AI Community where you can earn a fixed amount for each quality task completed.This is a freelance, flexible role and it is up to you when you work from the comfort of your own home.• Please note:This is a pay per... task role, there is no set hourly rate  you determine what you earn.The amount you earn each month can vary; we cannot guarantee a set amount.Do you have the following Full working proficiency in English and French. A keen interest in the internet. Good attention to detail. Ability to work independently. Access to a high-speed internet connection and your own laptop / desktop with the latest version of Windows, all provided at your own expense. Working on other OS or mobile devices is not supported currently. A Live ID.Important notice: TELUS International will never request a monetary deposit for any role or project with the company, and our recruitment and sourcing teams only use telusinternational.com or telusinternational.ai addresses when emailing candidates. If you are unsure as to whether a job offer is legitimate, please contact us at TIAICommunitySupporttelusinternational.com for confirmation.This is a freelance, independent contractor position.You can apply through Apply button or use this link:https://www.telusinternational.ai/cmp/contributor/jobs/available/258All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected veteran status"
