Job-Title,Date-Posted,Date-Scraped,Url,Company,Job-Type,Salary,Location,Description
ML Engineer,2023-01-04,2023-01-30 12:10:38,https://www.google.com/search?q=Machine+Learning+Jobs+Armenia&ibp=htl;jobs&sa=X&ved=2ahUKEwi1hsnA_-_8AhVvAjQIHZJ2ANUQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=pX3y0cNiSJcAAAAAAAAAAA%3D%3D&fpstate=tldetail,HackTech LLC,Full-time,NA,"Yerevan, Armenia","We are looking for a Mid/Senior ML Engineer to help us create artificial intelligence products. Machine Learning Engineer responsibilities will include creating machine learning models and retraining systems, applying algorithms to generate accurate predictions, and resolving data set problems.Responsibilities:- Work with various teams to strategize processes and design plans for the implementation of ML techniques- Deliver state-of-the-art Machine Learning solutions to a product team and transfer the knowledge and ability necessary to maintain the solution- Build and deploy Machine Learning pipelines capable of handling high volume and focused on Natural Language Processing- Manage the infrastructure and data pipelines needed to bring code to production- Work independently as well as in small teamsRequired Qualifications:- BA or higher degree in Data Science, Mathematics/Applied Mathematics or other relevant field- Experience in Machine Learning and infrastructure... preferably Natural Language Processing- At least 3+ experience in Python and frameworks such as Flask, FastAPI- At least 2+ experience with ML frameworks such as TensorFlow and/or PyTorch- Strong analytical skills- High attention to detail- Ability to work with large, complex datasets- Good communication skills in English"
Senior and Mid-level ML Research Engineer,2023-01-21,2023-01-30 12:10:38,https://www.google.com/search?q=Machine+Learning+Jobs+Armenia&ibp=htl;jobs&sa=X&ved=2ahUKEwi1hsnA_-_8AhVvAjQIHZJ2ANUQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=9o3OiK0-0A0AAAAAAAAAAA%3D%3D&fpstate=tldetail,Meamente,Full-time,NA,"Yerevan, Armenia","At Meamente, we are looking for Senior and Mid-level ML Research Engineers with strong quantitative and critical thinking who will be responsible for building and testing predictive models, running machine learning algorithms and performing data-driven forecasting.The Senior ML Research Engineer will engage in the design and creation of models for stock market prediction and in building quantitative investment strategies and portfolio management techniques.The incumbent will contribute her/his unique perspective to research and development efforts that integrate and advance state of the art in time series forecasting and algorithmic trading.The incumbent will be able to work in a fast-paced environment and have excellent oral and written communication skills. She/he will be able to lead and implement advanced analytics projects, collaborate with internal and external colleagues, and have a keen attention to detail.Job Responsibilities for Mid-level ML Research Engineers•... Design, develop, and maintain data ingestion, feature engineering pipelines for model training and evaluation• Design, develop and deploy ML prediction models for financial times series data• Actively collaborate with ML engineers during all development phases• Conduct research projects on new strategic directions of algorithmic tradingAdditional Job Responsibilities for Senior ML Research Engineers• Review PRs and work with team members to ensure the highest level of code and documentation quality• Actively collaborate with and mentor ML engineers during all development phases• Conduct independent research projects on new strategic directions of algorithmic tradingRequired Qualifications for Mid-level ML Research Engineers• Master's degree in mathematics, statistics, computer science, finance/economics, or data science with a strong quantitative background;• 1+ years of experience designing and building machine learning systems, both from the ground up as well as iteratively from existing code bases• Experience with modern deep learning frameworks such as PyTorch or TensorFlow• Understanding of software engineering principles and best practices• Strong sense of ownership over the code and high standards when it comes to development, testing, and documentation• Ability to clearly communicate complex concepts to team members with diverse backgrounds and skillsets• Interest in working and learning more about financial markets, investments, and algorithmic tradingRequired Extra Qualifications for Senior ML Research Engineers• 3+ years of experience designing and building machine learning systems, both from the ground up as well as iteratively from existing code bases• Experience in managing multiple concurrent projects, and working effectively with people possessing different levels of technical knowledge• Ability to clearly communicate complex concepts to stakeholders and other team members with diverse backgrounds and skillsetsNice to have• Prior experience with Finance and investments• Experience working with financial and economic time series data• Experience in working with unstructured textual date and NLP models• Experience with model validation, backtesting in a noisy data environmentAdditional informationAll interested candidates are kindly requested to submit their CVs by e-mail to hrmeamente.com.Please indicate the title of the position, Senior ML Research Engineer or ML Research Engineer in the subject line of your email. Meamante is grateful to all interested applicants; only shortlisted candidates will be contacted for the interview.About MeamenteMeamente is a research-inspired fintech startup which is utilizing a wide range of machine learning and natural language processing techniques for financial asset recommendation and algorithmic trading. Currently the company offers a solution which implements a day trading strategy on stocks. It is based on investment signals derived from advanced quantitative techniques with an ultimate purpose of generating alpha for its investors"
"Senior Machine Learning Scientist, Designer Tools",NA,2023-01-30 12:10:38,https://www.google.com/search?q=Machine+Learning+Jobs+Armenia&ibp=htl;jobs&sa=X&ved=2ahUKEwi1hsnA_-_8AhVvAjQIHZJ2ANUQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=pCx6h2X78xQAAAAAAAAAAA%3D%3D&fpstate=tldetail,Picsart,Full-time,AMD 950K–AMD 1.35M a year,"Yerevan, Armenia","Picsart is looking for a Sr. Machine Learning Scientist to join our Picsart AI Research lab and help build, scale, and manage state-of-the-art machine learning algorithms that power Picsart, The ideal candidate will focus on R&D to improve our design tools. Our striving for excellence applied research mindset is focused on leveraging the most cutting-edge AI technologies for the constant improvement of our users' experience.Responsibilities• Participate in AI lab projects related to fonts generation and editing and other creative tools creation• Conduct experiments and reproduce results of different papers• Analyze and improve existing technologies• Work on quality assessment tools.• Create and implement non-standard, fresh and creative scientific ideas to improve or speed up existing technologies• Push the ideas to improve the quality of designed models in terms of product requirements• Collaborate with product managers and dive deeper into the usage of the research... brainstorm with the product team on developing new creative ideas• Follow up and support the development of models in an end-to-end manner: from design to production• Analyze, Interpret and explain outcomes of non-trivial experiments• Communicate with data and product teams, write clear and understandable research requirement documents• Collaborate with other scientists, exchange novel and interesting ideas, and reflect these ideas in the research process.Required Qualifications• MA/PhD degree in Computer Science or equivalent experience• Knowledge of Python• Knowledge of algorithms and data structures• Knowledge of Deep learning framework: PyTorch/TensorFlow• Strong math, especially in linear algebra and numerical optimization, probability theory• Knowledge of SOTA approaches in basic deep learning tasks (classification, segmentation, detection, generation etc.)• Basic knowledge of classic Machine Learning algorithms• Experience with style transfer tasks• Experience with DL models for generative tasks: StyleGan, CLIP, DALL-E etc"
Remote Data Scientist Jobs,NA,2023-01-30 12:10:39,https://www.google.com/search?q=Machine+Learning+Jobs+Armenia&ibp=htl;jobs&sa=X&ved=2ahUKEwi1hsnA_-_8AhVvAjQIHZJ2ANUQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=HIhUdAqK3o8AAAAAAAAAAA%3D%3D&fpstate=tldetail,Turing,Full-time,NA,Armenia,"A Silicon Valley-based company that leverages the power of AI and Machine Learning techniques to provide cost-effective and innovative solutions is looking for a Data Scientist. The selected candidate will join the team and utilize expert skills to create cutting-edge ML models that can extract new data signals and make insightful, actionable, and customer-friendly predictions. The company is trusted by some of the worlds leading enterprises and operates as a support experience platform to predict and prevent customer escalations, along with growing revenue. This is a full-time, long-term opportunity for those who want to join a well-funded company and contribute to unlocking maximum value for customers.Job Responsibilities:• Research and develop new ML and NLP models and features, emphasizing on enhancing value for customers and developing intellectual property (IP)• Integrate well and collaborate with the team to effectively convert models and features from research/notebooks... to production settings• Modify and scale the performance of existing models in a production setting by leveraging new approaches, features, and user feedback and/or telemetry• Discover, explore, clean, evaluate, and prepare new data sources for use in higher-order analysis or as input into different ML models• Work actively with members of the ML, engineering, product, and customer-facing teams to identify external constraints with the actual modeling, analysis, and/or visualization approaches• Present results of the research and/or analysis, typically using data visualization techniques to a broad audienceJob Requirements:• Bachelors/Masters degree in Engineering, Mathematics, Computer Science (or equivalent experience)• At least 6+ years of relevant professional software development experience• 4+ years of experience as a full-time data scientist, machine learning researcher, or engineer• Fluency in Python and Jupyter notebooks• Experience with common Python data science libraries such as Pandas, Numpy, and Scikit-learn• Knowledge of various machine learning techniques (NLP, Clustering, Decision Tree Learning, Artificial Neural Networks, etc.) and their real-world advantages and drawbacks• Experience with querying and using SQL• Great interest and passion to contribute in a fast-paced startup environment• Professional experience with NLP, especially transformers and/or transfer learning of pre-trained language models• Proficiency with Deep Learning and Python Deep Learning frameworks such as Pytorch or Tensorflow is desirable• Experience with model management and deployment• Familiarity with Docker and SQLAlchemy"
Remote Computer Vision Developer Jobs,NA,2023-01-30 12:10:39,https://www.google.com/search?q=Machine+Learning+Jobs+Armenia&ibp=htl;jobs&sa=X&ved=2ahUKEwi1hsnA_-_8AhVvAjQIHZJ2ANUQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=G0xG5g9s8b4AAAAAAAAAAA%3D%3D&fpstate=tldetail,Turing,Full-time,NA,Armenia,"A leading US-based company creating AI-powered tools at the forefront of technology to generate 3D assets, is looking for a highly skilled Computer Vision/Machine Learning Engineer to join a small but passionate team of developers. The selected candidate will produce new and creative software that enables businesses to turn their product photos into quality models. The company is committed to advocating for 3D with the most extensive library of 3D content, supplying e-commerce, AI training, and the Metaverse. The engineer is expected to have extensive expertise studying and developing computer vision/machine learning algorithms for use in 3D reconstruction, object identification, scene comprehension, novel view creation, and related fields.Job Responsibilities:• Help incorporate CV/ML workflows into existing infrastructures• Design Computer Vision systems that can identify and extract information from images and 3D data• Work with Machine Learning teams to improve the process of... identifying information from images and 3D clouds• Work with the photogrammetry team to enhance the precision of 3D models and geographical data• Work with our web team to provide intuitive information directly from their computer or mobile device• Research, create and compare image processing algorithms that can be integrated into the computer vision pipelineJob Requirements:• Bachelors/Masters degree in Engineering, Computer Science (or equivalent experience)• At least 3+ years of relevant professional-level experience in the field of Computer Vision, Machine Learning, Computer Graphics, or similar experience• Familiarity with 3D object recognition, 3D reconstruction, real-time machine vision and its application for robot guidance, pattern recognition, sensor alignment, and calibration• Be conversant with most common programming tools such as; R, Python, OpenCV, PyTorch3D, Kaolin, Tensorflow, PCL, OpenCL/CUDA, MATLAB, and Jupyter• Strong analytical skills with a solid mathematical foundation• Creative problem-solver and master of cutting through ambiguity• Excellent verbal, written, and presentation skills• Genuine interest and knowledge of digital assets"
Compliance Officer,2023-01-09,2023-01-30 12:10:39,https://www.google.com/search?q=Machine+Learning+Jobs+Armenia&ibp=htl;jobs&sa=X&ved=2ahUKEwi1hsnA_-_8AhVvAjQIHZJ2ANUQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=BdYzjZ_4008AAAAAAAAAAA%3D%3D&fpstate=tldetail,Cognaize Engineering LLC,Full-time,NA,"Yerevan, Armenia","cognaize is creating actionable intelligence from unstructured documents using Deep Learning. Our clients in the financial industry have won several AI awards and efficiently automate data extraction from documents of several types through our support.Our company is searching for a motivated and experienced Compliance Officer to guarantee that our business processes and transactions follow all relevant legal and internal guidelines.Responsibilities:- Implement and manage an effective legal compliance program.- Develop and review company policies.- Assess company operations to determine compliance risk.- Ensure all employees are educated on the latest regulations and processes.- Plan, prepare, and monitor for continued compliance with SOC 2 audit requirements.Required Qualifications:- Bachelor's degree in Law, Business, Management or related field- Understanding of fundamental business processes, risks, controls- Understanding of common security standards and... regulations relating to a softwareproducts company- Experience in supporting security control frameworks, such as SOC 2 and ISO27001- Excellent knowledge of English"
Remote Computer Vision Research Engineer Jobs,NA,2023-01-30 12:10:40,https://www.google.com/search?q=Machine+Learning+Jobs+Armenia&ibp=htl;jobs&sa=X&ved=2ahUKEwi1hsnA_-_8AhVvAjQIHZJ2ANUQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=Lmr_E4ugXgQAAAAAAAAAAA%3D%3D&fpstate=tldetail,Turing,Full-time,NA,Armenia,"A rapidly-emerging company established to address issues with marine sustainability and conservation using the most recent findings in artificial intelligence is looking for a Computer Vision Research Engineer. The selected candidate will be responsible for writing technical papers and scientific essays about the methods developed. The company provides a technology that is tailored to meet the specific needs of each fishery. This will be a great chance for candidates to contribute to ground-breaking work in preserving some of the worlds most important ecosystems and creating a more sustainable future.Job Responsibilities:• Help build novel computer vision algorithms for multiple-object tracking• Create and carry out experiments• Offer remedies for the flaws in the current algorithms• Aid the team in expanding into a broader range of AI applications and markets• Write scientific articles and technical reports regarding the techniques you've devisedJob Requirements:• Masters... degree or Ph.D. in Computer Vision, Engineering, Computer Science (or equivalent experience)• At least 4+ years of relevant experience in modern computer vision research and development• 4+ years of Python experience• 3+ years experience in PyTorch and/or Tensorflow• Familiarity with the state-of-the-art in object detection, multiple-object tracking, and image classification• Demonstrated understanding, experience working with, and ability to extend algorithms for these tasks• Publications in relevant venues (CVPR, ECCV, etc.) or demonstrated deployment of impactful real-world computer vision applications are a plus• Excellent written and verbal English communication skills• A track record of executing machine learning projects from start to finish and presenting results• Understanding of production deployment of machine learning algorithms, including MLOps and cloud-based and edge-based solutions, is a plus• Grant writing experience is nice to have"
"Senior Backend Engineer, Search Engine",2023-01-20,2023-01-30 12:10:40,https://www.google.com/search?q=Machine+Learning+Jobs+Armenia&ibp=htl;jobs&sa=X&ved=2ahUKEwi1hsnA_-_8AhVvAjQIHZJ2ANUQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=MZwofnid7akAAAAAAAAAAA%3D%3D&fpstate=tldetail,Picsart Armenia,Full-time,NA,"Yerevan, Armenia","Being a part of Search Group you will be responsible for developing and improving the quality of search engine experience for our users. Search is the core component and one of the most highload part with about 100M+ images in index and millions of search queries during a day. Every day search helps our users to find photos for inspiration. We are seeking a person committed to teamwork, who enjoys working on cutting-edge technologies and thrives on building a well-defined workflow and innovative technologies acknowledged at the world level.Responsibilities• Scaling, designing and implementing improvements to existing search engine• Improvements of CI/CD pipelines• Improvements of search infrastructure and data pipelines• Communicate with stakeholders about requirements of different features• Developing solutions youve designed from the ground up through to deployment into production• Identifying and addressing performance bottlenecks within the application and broader... infrastructure• Participating in design meetings, hiring interviews, and code reviews• Performance debugging, benchmarking and building awesome things in generalRequirements• Master degree in Computer Science or related field• Extensive experience with search engines Lucene/Solr/Elasticsearch/OpenSearch• Deep knowledge of Java• Deep understanding of search engines technologies and algorithms• Knowledge of traditional build systems (Gradle, Maven)• Good understanding of cloud infrastructure platforms• Good knowledge of Apache Spark• Experience with databases, complex SQL querying• Experience with data manipulation languages such as Python• Experience with CI/CD pipelines• Strong knowledge of basic data structures and algorithms• Good written and verbal English communication skills• Excellent collaboration and communication skillsBonus Requirements• Machine learning related to ranking (learning to rank)• Experience in search quality area• Experience in AB tests frameworksWhat we seek and value most in our candidatesProfessionalism in both soft and hard skills; motivation to grow, learn and share, positive attitude, flexibility, transparency, ownership and the most important - passion and commitment.Picsart is proud to be an equal opportunity employer. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. We are committed to providing reasonable accommodation to employees who have protected disabilities consistent with local law.Picsart, Inc. is an E-Verify Employer in the US. Please click here for the E-Verify Poster in English or Spanish. For information regarding your Right To Work, please click here for English or Spanish.California Applicants Only - California Job Applicant Privacy Notice (https://rb.gy/lqu5mv)About UsPicsart is the worlds largest digital creation platform and a top 20 most downloaded app. Every month, the Picsart community creates, remixes, and shares billions of visual stories using the companys powerful and easy-to-use editing tools. Picsart has amassed one of the largest open-source content collections in the world, including free-to-edit photos, stickers, backgrounds, templates, and more. Picsart is available in 30 languages for free and as a subscription on iOS, Android, Windows devices and on the Web. Headquartered in Miami, with offices around the world, Picsart is backed by SoftBank, Sequoia Capital, DCM Ventures, Insight Partners, and others. Download the app or visit picsart.com for more information"
"Senior C++ Engineer, Media Engine",2023-01-15,2023-01-30 12:10:40,https://www.google.com/search?q=Machine+Learning+Jobs+Armenia&ibp=htl;jobs&sa=X&ved=2ahUKEwi1hsnA_-_8AhVvAjQIHZJ2ANUQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=dDLyVJaaxBcAAAAAAAAAAA%3D%3D&fpstate=tldetail,Picsart Armenia,Full-time,NA,"Yerevan, Armenia","By joining the Media Engine team as a Senior C++ Engineer, you will have the exciting opportunity to work on our high-performance C++ 2D layer rendering library, which offers a wide range of effects and features. You will get a chance to utilize your C++ skills and contribute to developing cutting-edge technology. Your strong software engineering experience will be an asset to our core team, with an established strong engineering culture in developing and shipping solutions for the next generation of Picsart products.You will have the opportunity to work with technologies like C++, Low-level Core programming, CPU/GPU rendering, Data Structures, and Algorithms.By joining us, you will benefit from• An honest, tech-oriented culture that emphasizes feedback and promotes professional and personal development• Remote-friendly setup our team is distributed worldwide, from Armenia to US, UK, Germany, Spain, and Romania• Well-being benefits (including a monthly well-being fund)•... Growing opportunities  based on your preference, you can grow in the company as a people manager or individual contributor• An environment that fosters innovation and creativity, a culture with the ability to pilot new trends.You will• Develop, maintain and enhance cross-platform C++ library with Objective-C, Swift, Java, Kotlin, and Python wrappers• Work effectively in a cross-platform environment, including iOS, Android, and UNIX/Linux distributions• Ensure that deliverables match expected performance and functional requirements.• Closely collaborate with team members and stakeholder teams to meet their goals and priorities• Work on a large scale and cross-platform code base• Debug complex, multi-component issues that can span multiple layers from the OS library to the application• Profile performance problems and drive optimizations across the entire software stack• Learn new technologies and algorithms• Train and mentor junior and base team members.About You• Intensive experience, knowledge, and deep understanding of C++ programming language• Strong understanding of code compilation, linking, and the execution phases• Strong knowledge of basic data structures and algorithms• Knowledge of GPU rendering and computational technologies like OpenGL, Metal, and Vulkan is a plus• Experience in developing complex libraries and applications in a cross-platform environment is a plus• Experience developing APIs consumed from Objective-C, Swift, Python, Java, and Kotlin environments is a plus• Fluency in written and spoken English• You need to be able to present complex information in a simple way.What we seek and value most in our candidatesProfessionalism in both soft and hard skills; motivation to grow, learn and share, positive attitude, flexibility, transparency, ownership and the most important - passion and commitment.Picsart is proud to be an equal opportunity employer. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. We are committed to providing reasonable accommodation to employees who have protected disabilities consistent with local law.Picsart, Inc. is an E-Verify Employer in the US. Please click here for the E-Verify Poster in English or Spanish. For information regarding your Right To Work, please click here for English or Spanish.California Applicants Only - California Job Applicant Privacy Notice (https://rb.gy/lqu5mv)About UsPicsart is the worlds largest digital creation platform and a top 20 most downloaded app. Every month, the Picsart community creates, remixes, and shares billions of visual stories using the companys powerful and easy-to-use editing tools. Picsart has amassed one of the largest open-source content collections in the world, including free-to-edit photos, stickers, backgrounds, templates, and more. Picsart is available in 30 languages for free and as a subscription on iOS, Android, Windows devices and on the Web. Headquartered in Miami, with offices around the world, Picsart is backed by SoftBank, Sequoia Capital, DCM Ventures, Insight Partners, and others. Download the app or visit picsart.com for more information"
Senior React JS Developer,2023-01-10,2023-01-30 12:10:41,https://www.google.com/search?q=Machine+Learning+Jobs+Armenia&ibp=htl;jobs&sa=X&ved=2ahUKEwi1hsnA_-_8AhVvAjQIHZJ2ANUQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=UsJzoHUzj-IAAAAAAAAAAA%3D%3D&fpstate=tldetail,Cognaize,Full-time,NA,"Yerevan, Armenia","cognaize is creating actionable intelligence from unstructured documents using Deep Learning. Our clients in the financial industry have won several AI awards and efficiently automate data extraction from documents of several types through our support.We are looking for a Senior React JS Developer to produce scalable software solutions. You will be part of a cross-functional team that is responsible for the full software development life cycle, from conception to deployment.Responsibilities• Develop efficient and reusable components and front-end solutions• Participate in re-architecting our client-side solutions• Develop and manage well-functioning databases and applications;• Test software to ensure responsiveness and efficiency;• Work with data scientists and analysts to improve software.Qualifications• Degree in Computer Science or relevant field;• 3+ years of experience in the web development• Proficiency in React (Redux), modern JS (ES6)• Knowledge of Typescript•... Familiarity with docker;• Familiarity with AWS services"
"Engineering Manager, Search Core",2023-01-20,2023-01-30 12:10:42,https://www.google.com/search?q=Machine+Learning+Jobs+Armenia&ibp=htl;jobs&sa=X&ved=2ahUKEwi1hsnA_-_8AhVvAjQIHZJ2ANUQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=xx2CZYoFMpgAAAAAAAAAAA%3D%3D&fpstate=tldetail,Picsart Armenia,Full-time,NA,"Yerevan, Armenia","Picsart is looking for an Engineering Manager to help scale our engineering team and technology. You will take ownership of the Picsart Core Search team. The ideal candidate will be equally comfortable with technical leadership, people management, and the development process.Search is the core component and one of the most highly loaded parts, with about 100M+ images in the index and millions of search queries daily. Every day search helps our users to find source for inspiration. If you have people management experience and strong technical background, we'd like to meet you.Responsibilities• Plan, coordinate, execute, deliver and release the project owned by the platform team• Set and fulfil the engineering hiring plan for the team, including sourcing, screening, and interviewing• Set team goals and direction while ensuring they align with the organisational goals• Mentor and grow the team while keeping them engaged and focused on the product and company vision• Grow a... healthy, collaborative engineering culture in line with the companys values• Represent the team in planning and meetings• Manage and improve the Search stack, suggest improvements and changes• Design the Search team roadmap for the year• Meet with other team stakeholders (AI, Marketplace, Picsart app) to prioritise the tasks• Advocate and advance modern, agile software development practices and help develop and promote excellent engineering and organisational practices• Manage progress, risks, and issues with teams and stakeholders.Required Qualifications• Extensive experience with Search Engines Lucene/Solr/Elasticsearch/OpenSearch• Experience in a people management role• Deep knowledge of Java• Knowledge of traditional build systems (Gradle, Maven)• Good understanding of cloud infrastructure platforms• Deep understanding of search engines technologies and algorithms• Experience with databases, complex SQL querying• Experience with data manipulation languages such as Python• Experience with CI/CD pipelines• Strong knowledge of basic data structures and algorithms• Excellent collaboration and communication skills• Experience in optimising software processes to ensure teams are always running efficiently and constantly striving to improve• Experience in leading, managing, coaching, and mentoring software developers toward delivering timely, high-quality software together with them• Experience in an agile development environment• Desire to develop and grow people and have a track record of doing it• Experience working with a big team in a fast-moving company• Strong organisational skills - both for yourself and for the team• BS, MA, or Ph.D. in Computer Science or a related field• Advanced written and verbal English communication skills.Additional Requirements• Machine learning related to ranking (learning to rank)• Experience in search ranking quality area• Experience in A/B tests frameworks• Experience in Kotlin and JavaScriptWhat we seek and value most in our candidatesProfessionalism in both soft and hard skills; motivation to grow, learn and share, positive attitude, flexibility, transparency, ownership and the most important - passion and commitment.Picsart is proud to be an equal opportunity employer. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. We are committed to providing reasonable accommodation to employees who have protected disabilities consistent with local law.Picsart, Inc. is an E-Verify Employer in the US. Please click here for the E-Verify Poster in English or Spanish. For information regarding your Right To Work, please click here for English or Spanish.California Applicants Only - California Job Applicant Privacy Notice (https://rb.gy/lqu5mv)About UsPicsart is the worlds largest digital creation platform and a top 20 most downloaded app. Every month, the Picsart community creates, remixes, and shares billions of visual stories using the companys powerful and easy-to-use editing tools. Picsart has amassed one of the largest open-source content collections in the world, including free-to-edit photos, stickers, backgrounds, templates, and more. Picsart is available in 30 languages for free and as a subscription on iOS, Android, Windows devices and on the Web. Headquartered in Miami, with offices around the world, Picsart is backed by SoftBank, Sequoia Capital, DCM Ventures, Insight Partners, and others. Download the app or visit picsart.com for more information"
