Job-Title,Date-Posted,Date-Scraped,Url,Company,Job-Type,Salary,Location,Description
Artificial Intelligence (AI) / Machine Learning Intern,2023-01-11,2023-01-30 12:13:42,https://www.google.com/search?q=Machine+Learning+Jobs+Cambodia&ibp=htl;jobs&sa=X&ved=2ahUKEwiK9sCagPD8AhXLMDQIHbseAnMQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=-ZwA-EMNISoAAAAAAAAAAA%3D%3D&fpstate=tldetail,Greenie Web,Full-time,NA,Cambodia,"Greenie Web is a ClimateTech startup that enables the the green transition through technology.

The Role

Your Responsibilities Will Include
• Creating predictive and prescriptive models that could have a positive impact on the business.
• Driving data modelling activities ranging from conceptualization, visualization to operationalization.
• Performing statistical analysis on historical data to validate models.
• Working across stakeholders to identify and capitalize on opportunities to leverage data to drive business solutions.
• Gathering and evaluating user feedback.
• Providing code documentation and other inputs to technical documents.
• Supporting continuous improvement by investigating alternatives and new technologies and presenting these for architectural review.
• Troubleshooting and debugging to optimize performance.

Ideal Profile

Skills Required
• You possess a minimally a bachelor's degree, ideally in Mathematics, Statistics, Computer Science or related field.
• You... have at least 1 year experience, ideally within a Software Engineer or Data Scientist role.
• Ability to write and execute complex queries in SQL or similar
• You are highly goal driven and work well in fast paced environments
• You are a self-starter and demonstrate a high level of resilience
• You pay strong attention to detail and deliver work that is of a high standard

What's on Offer?
• Opportunity to make a positive impact
• Flexible working options
• Leadership Role"
Personalized Internet Assessor - Khmer Language,2023-01-16,2023-01-30 12:13:42,https://www.google.com/search?q=Machine+Learning+Jobs+Cambodia&ibp=htl;jobs&sa=X&ved=2ahUKEwiK9sCagPD8AhXLMDQIHbseAnMQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=bm_CEM-N5f4AAAAAAAAAAA%3D%3D&fpstate=tldetail,TELUS International AI Data Solutions,Part-time,NA,"Phnom Penh, Cambodia","TELUS International AI-Data Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models. The work of our AI Community contributes to improving technology and the digital experiences of many people around the world. Our AI Community works in our proprietary AI training platform handling all data types (text, images, audio, video and geo) across 500+ languages and dialects. We offer flexible work-from-home opportunities for people with passion for languages. The jobs are part-time, and there is no fixed schedule. Whoever you are, wherever you come from, come join our global AI community. www.telusinternational.com

We are hiring Personalized Internet Assessors in Cambodia (Khmer Language)

In this role you will be reviewing online search results in order to improve their content and quality. You will be required to provide feedback and analysis on content found in search engine results and provide ratings on their relevance... to the search terms used. Another aspect of this role will involve reviewing the language used in the search results by examining grammar, tone and cultural relevance.

Through this work you will be making a valuable contribution by expressing your opinion on the quality and content of what is currently out there on the web. You will play a part in improving the quality of one of the largest search engines in the world using both your PC and Smartphone.

Who is suitable for this role?

We are currently seeking dynamic and creative people who have a strong interest in social media, specifically those who are an active daily user of their Gmail account. We also require suitable candidates to own & use a smartphone – Android or iPhone – and have a familiarity with other forms of social media and Google products. You should also be flexible, reliable and have the ability to interpret and follow established guidelines.

You will have the flexibility and freedom to work from your own home, working your own hours. We are currently seeking people who have a specific smartphone device (Android V4.2 or higher or iPhone running iOS version 13.0 or higher) to complete tasks.

What are the main requirements for the role?
• You must have full professional proficiency in both written and verbal English & Khmer
• You must be living in Cambodia for the last 5 consecutive years
• You must own and use a Smartphone (Android V4.2 or higher or iPhone running iOS version 13.0 or higher) to complete tasks
• The majority of the task types will require both a desktop/laptop and a smartphone
• Gmail must be your primary email
• Active daily user of Gmail and other forms of social media
• You must have familiarity with current and historical business, media, sport, news, social media and cultural affairs in Cambodia
• Access to and use of a broadband internet connection and associated computer and software to perform the work, all provided at your own expense
• Experience in use of web browsers to navigate and interact with a variety of content

Working on this project will require you to go through a standard recruitment process (including passing an open book assessment). This is a long-term project and your work will occasionally be subject to quality assurance checks.

Why Join the TELUS International AI Community?
• Earn extra income
• Access to our community wellbeing initiative
• Remote work & Location Independence
• Be your own boss
• Flexible Hours to fit in with your lifestyle
• Be a part of an online community

What’s next?

If this sounds like a role you’d be interested in taking on, please apply below.

https://www.telusinternational.ai/cmp/contributor/jobs/available/88"
Senior Data Scientist,2023-01-02,2023-01-30 12:13:42,https://www.google.com/search?q=Machine+Learning+Jobs+Cambodia&ibp=htl;jobs&sa=X&ved=2ahUKEwiK9sCagPD8AhXLMDQIHbseAnMQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=GHQ-YIbdRJ4AAAAAAAAAAA%3D%3D&fpstate=tldetail,Wing,Full-time,NA,"Phnom Penh, Cambodia","Responsibilities
• Works with Users, Business Project Managers, IT Support Team, IT PMO, Finance, Commercial and other stakeholders to understand their needs and requirements and tailor appropriate solutions.
• Formulating, suggesting, and managing data-driven projects which are geared at furthering the business's interests.
• Delegating tasks to Data Scientists in order to realize the successful completion of projects.
• Cross-validating models to ensure their generalizability
• Producing and disseminating non-technical reports that detail the successes and limitations of each project
• Interpreting data, analyzing results using statistical techniques and Machine learning
• Analyze and communicate business needs by translating business requirements into technical specifications
• Developing and implementing data analyses, data collection systems and other strategies that optimize statistical efficiency and quality
• Acquire data from primary or secondary data sources and maintain... databases/data systems
• Conduct full lifecycle analysis to include requirements, activities and design
• Identify, analyze, and interpret trends or patterns in complex data sets
• Maintain and define new process improvement opportunities
• Build analytic report and data visualization Dashboard
• Maintain and monitor for data accuracy
• Other assigned tasks by manager.

Qualifications
• Advanced degree in Data Science, Statistics, Information Technology
• Minimum 3 years of working experiences in Data Science, programming (Python/R), statistical and Machine Learning
• Very good knowledge in programming (Python/R ….), BI tools, statistical analysis, Machine learning and data analysis
• Very good knowledge in data analysis, analytic report/dashboard, database (Oracle, Postgres), big data tools, business concept
• Be active, hard-working, honest, responsibility, friendly"
Data Scientist,2023-01-10,2023-01-30 12:13:43,https://www.google.com/search?q=Machine+Learning+Jobs+Cambodia&ibp=htl;jobs&sa=X&ved=2ahUKEwiK9sCagPD8AhXLMDQIHbseAnMQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=w-jPdUO-Y14AAAAAAAAAAA%3D%3D&fpstate=tldetail,Wing,Full-time,NA,"Phnom Penh, Cambodia","Responsibilities
• Data extraction, cleansing and manipulation
• Liaison with IT/DW/Operations departments to ensure accuracy of data
• Statistical modeling - Development of models using appropriate techniques including machine learning
• Model testing - Testing and monitoring the developed models using different methodologies
• Model documentation - Clear, detailed and standard documentation of the modeling procedures and result

JOB REQUIREMENTS
• Bachelor degree/Master in IT, Economics, Statistics, Mathematics or related fields
• Experience from 1- 3 years
• SQL, SAS/R/Python programming + statistical concepts its application"
Data Scientist,2023-01-09,2023-01-30 12:13:43,https://www.google.com/search?q=Machine+Learning+Jobs+Cambodia&ibp=htl;jobs&sa=X&ved=2ahUKEwiK9sCagPD8AhXLMDQIHbseAnMQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=3FJDjl983vsAAAAAAAAAAA%3D%3D&fpstate=tldetail,Coca-Cola Company,Full-time,NA,"Phnom Penh, Cambodia","We are looking for a hardworking Data Scientist to join our all-star team at the Coca-Cola Company. The Data Scientist is responsible for discovering the information hidden in vast amounts of data and supporting the business in making smarter decisions thereby driving significant business efficiencies. The primary focus will be in applying data mining techniques, doing statistical analysis, building high quality prediction systems and collaborating with key business stakeholders to optimize and streamline reporting and metrics, and implement solutions to create better business value. You will play a critical role in the growing Data Science Services team, where you will be responsible for developing advanced analytics and machine learning models across domains including: marketing, supply chain optimization, forecasting, digital transformation, and food and beverage science. You will work closely with IT partners, process owners and business stakeholders to deliver impactful data... science solutions at significant scale. You will have the opportunity to do your best work every day and deliver disruptive innovation by tapping into new datasets, leveraging the latest cloud technologies, and being supported by a robust analytics and IT organization. If you are strong in decision-making, persuasion and have the right experience for the job, then apply for the position of Data Scientist at Coca-Cola Company today! We always seek to recruit best talents globally and annually to match the multinational continuous growth objective. As a global icon and keeper of the world’s most valuable brand, our boundless opportunities attract the very best experienced professionals, like you. Now more than ever is the time to become part of the Coca-Cola Group. One of the reasons our company continues to thrive after 130+ years is having a company culture that supports and rewards behaviours that lead to growth. Our “Growth Behaviours,” as we call them, are ways of being and working that help to make us successful. Think about how you can bring this to life by sending your CV and Cover letter for your desired role at the Coca-Cola Company"
