Job-Title,Date-Posted,Date-Scraped,Url,Company,Job-Type,Salary,Location,Description
Machine Learning Engineer,2023-01-27,2023-01-30 12:22:55,https://www.google.com/search?q=Machine+Learning+Jobs+Honduras&ibp=htl;jobs&sa=X&ved=2ahUKEwjTg6iigvD8AhWPLTQIHf3aDswQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=IzN8iPbSqasAAAAAAAAAAA%3D%3D&fpstate=tldetail,Applaudo,Full-time,NA,Honduras,"Job Description

We are looking for a Machine Learning Engineer to use predictive modeling to increase and optimize customer experiences, revenue generation, loyalty targeting and other business outcomes.

You are someone who wants to influence your own development. You’re looking for a company where you have the opportunity to pursue your interests and be able to grow professionally.

You bring to Applaudo the following competencies:
• Minimum 2 years of experience in positions related to machine learning.
• Programming languages: R, Python.
• DB: Sql, pandas, spark.
• Cloud: AWS or GCP (minimum experience about deployments).
• Strong knowledge about machine learning techniques: Computer vision, clustering, decision tree learning, artificial neural networks, NLP, classification models.
• Strong knowledge about statistical techniques: regression, properties of distributions, statistical tests and proper usage, hypothesis testing, correlations and modeling, probability theory, bayesian... statistics, XGBoost, text mining, GLM/Regression, Random Forest, Boosting, Trees.
• Familiarity with the following data modeling / visualization: plotly, seaborn, dash, tableau, powerBI, datastudios, D3
• Experience about deploying microservices: Airflow Pipelines, prefect, Hybrid Cloud and Cloud, DevOps skills, CI/CD pipelines.
• Good conversational level in English.

You will be accountable for the following responsibilities:
• Develop custom data models and algorithms to apply to data sets.
• Coordinate with different functional teams to implement models and monitor outcomes.
• Develop processes and tools to monitor and analyze model performance and data accuracy.
• Ability to articulate and present insight into the working of relevant algorithms and models.

Additional Information

Here at Applaudo Studios values as trust, communication, respect, excellence and team work are our keys to success. We know we are working with the best and thus treat each other with respect and admiration without asking.

Submit your application today, and don't miss this opportunity to join the Best Digital team in the Region!

We truly appreciate all the hard and outstanding work our team makes every day at Applaudo Studios, and that's why the perks that we offer, are deeply thought and designed as a way to thank them for their commitment and excellence.

Some of our perks and benefits:
• Work from home
• Flexible schedule
• Celebrations
• Special discounts
• Entertainment area
• Flexible work spaces
• Great work environment
• Private medical insurance
• Benefits may vary according to your location and/or availability. Request further information when applying"
Ingeniero de Machine Learning,NA,2023-01-30 12:22:55,https://www.google.com/search?q=Machine+Learning+Jobs+Honduras&ibp=htl;jobs&sa=X&ved=2ahUKEwjTg6iigvD8AhWPLTQIHf3aDswQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=mkpZ7TE03HUAAAAAAAAAAA%3D%3D&fpstate=tldetail,Agencia Global Honduras,Full-time,NA,"San Pedro Sula, Honduras","Objetivos

Un Ingeniero de Machine Learning es responsable de la creación de modelos y training de sistemas ML. Para hacer este trabajo con éxito, necesita habilidades excepcionales en estadística y programación. También ayudan los conocimientos de ciencia de datos y matemáticas. Su objetivo principal será dar forma y crear aplicaciones eficientes de autoaprendizaje que se integren a nuestras plataformas existentes.

Roles y responsabilidades

Tareas principales:
• Estudiar y transformar datos de la empresa para que sean funcionales en los modelos.
• Diseñar sistemas de machine learning, desde crear el pipeline de datos hasta el resultado final.
• Investigar e implementar algoritmos y herramientas de ML apropiados para diferentes problemas.
• Desarrollar aplicaciones de aprendizaje automático de acuerdo con los requisitos.
• Ampliar las librerías de ML existentes
• Mantenerse al tanto de los desarrollos en el campo

Requisitos de cualificación y formación
• Ing. en Ciencias... Computacionales, Lic. En Matemática
• Entender estructuras de datos, modelación de datos y arquitectura de software
• Conocimiento profundo de matemáticas, probabilidades, estadísticas y algoritmos
• Conocimiento de frameworks y librerías como Scikit-Learn o PySpark
• Poder trabajar en un equipo de desarrolladores

Habilidades excepcionales analíticas y de resolución de problemas"
Machine Learning Specialist,2023-01-21,2023-01-30 12:22:56,https://www.google.com/search?q=Machine+Learning+Jobs+Honduras&ibp=htl;jobs&sa=X&ved=2ahUKEwjTg6iigvD8AhWPLTQIHf3aDswQutcGKAF6BAgUEAU#htivrt=jobs&htidocid=HPyowgKnE4sAAAAAAAAAAA%3D%3D&fpstate=tldetail,SZABO INDUSTRIES S DE RL,Contractor,NA,"San Pedro Sula, Honduras",Highly Skilled developer
